发病部位,疾病名称,证型名称,病机要点,辨证要点,临床表现,治法,代表方剂,发病概率,治疗难度
肾系,淋证,膏淋,湿热下注，阻滞络脉，脂汁外溢,小便浑浊，乳白或如米泔水，上有浮油，置之沉淀，或伴有絮状凝块物，舌质红，苔黄腻，脉虚数,小便浑浊，乳白或如米泔水，上有浮油，置之沉淀，或伴有絮状凝块物，或有尿道热涩疼痛，尿时阻塞不畅，口干，舌质红，苔黄腻，脉虚数,清热利湿，分清泄浊,程氏萆薢分清饮,罕见,较难
肾系,淋证,劳淋,湿热留恋，脾肾两虚，膀胱气化无权,小便不甚赤涩，溺痛不甚，但淋沥不已，时作时止，遇劳即发，舌质淡，脉细弱,小便不甚赤涩，溺痛不甚，但淋沥不已，时作时止，遇劳即发，腰膝酸软，神疲乏力，病程缠绵，舌质淡，脉细弱,补脾益肾,无比山药丸,少见,极难
肾系,癃闭,膀胱湿热证,湿热壅结下焦，膀胱气化不利,小便点滴不通，或量极少而短赤灼热，小腹胀满，口苦口黏，舌质红，苔黄腻，脉数,小便点滴不通，或量极少而短赤灼热，小腹胀满，口苦口黏，或口渴不欲饮，或大便不畅，舌质红，苔黄腻，脉数,清利湿热，通利小便,八正散,常见,一般
肾系,癃闭,肺热壅盛证,肺热壅盛，失于肃降，不能通调水道，无以下输膀胱,小便不畅或点滴不通，咽干，烦渴欲饮，呼吸急促，舌苔薄黄，脉数,小便不畅或点滴不通，咽干，烦渴欲饮，呼吸急促，或有咳嗽，舌苔薄黄，脉数,清泻肺热，通利水道,清肺饮,少见,一般
肾系,癃闭,肝郁气滞证,肝气失于疏泄，三焦气机受阻，水液排出受阻,小便不通，或通而不畅，胁腹胀满，情志抑郁，或多烦善怒，舌红，苔薄黄，脉弦,小便不通，或通而不畅，胁腹胀满，情志抑郁，或多烦善怒，舌红，苔薄黄，脉弦,疏利气机，通利小便,沉香散,少见,一般
肾系,癃闭,浊瘀阻塞证,瘀血败精，阻塞尿路，水道不通,小便点滴而下，或尿如细线，甚则阻塞不通，小腹胀满疼痛，舌紫暗，或有瘀点，脉涩,小便点滴而下，或尿如细线，甚则阻塞不通，小腹胀满疼痛，舌紫暗，或有瘀点，脉涩,行瘀散结，通利水道,代抵当丸,罕见,极难
肾系,癃闭,脾气不升证,脾虚运化无力，升清降浊失职,小腹坠胀，时欲小便而不得出，或量少而不畅，神疲乏力，食欲不振，气短而语声低微，舌质淡，苔薄，脉细,小腹坠胀，时欲小便而不得出，或量少而不畅，神疲乏力，食欲不振，气短而语声低微，舌质淡，苔薄，脉细,升清降浊，化气行水,补中益气汤合春泽汤,少见,较难
肾系,癃闭,肾阳衰惫证,肾中阳气虚衰，气化不及州都,小便不通或点滴不爽，排出无力，面色?白，神气怯弱，畏寒肢冷，舌淡胖，苔薄白，脉沉细弱,小便不通或点滴不爽，排出无力，面色?白，神气怯弱，畏寒肢冷，腰膝冷而酸软无力，舌淡胖，苔薄白，脉沉细弱,温补肾阳，化气利水,济生肾气丸,少见,极难
气血津液,郁证,肝气郁结证,肝郁气滞，脾胃失和,精神抑郁，情绪不宁，胸部满闷，胁肋胀痛，痛无定处，苔薄腻，脉弦,精神抑郁，情绪不宁，胸部满闷，胁肋胀痛，痛无定处，脘闷嗳气，不思饮食，大便不调，苔薄腻，脉弦,疏肝解郁，理气畅中,柴胡疏肝散,常见,一般
气血津液,郁证,气郁化火证,肝郁化火，横逆犯胃,性情急躁易怒，胸胁胀满，口苦而干，舌红，苔黄，脉弦数,性情急躁易怒，胸胁胀满，口苦而干，或头痛，目赤，耳鸣，或嘈杂吞酸，大便秘结，舌红，苔黄，脉弦数,疏肝解郁，清肝泻火,丹栀逍遥散,常见,一般
气血津液,郁证,痰气郁结证,气郁痰凝，阻滞胸咽,精神抑郁，胸部闷塞，胁肋胀满，咽中如有物阻，咯吐不出，吞咽不下，苔白腻，脉弦滑,精神抑郁，胸部闷塞，胁肋胀满，咽中如有物阻，咯吐不出，吞咽不下，或咳，或呕，苔白腻，脉弦滑,行气开郁，化痰散结,半夏厚朴汤,少见,较难
气血津液,郁证,心神失养证,营阴暗耗，心神失养,精神恍惚，心神不宁，多疑易惊，悲忧善哭，喜怒无常，舌淡，脉弦,精神恍惚，心神不宁，多疑易惊，悲忧善哭，喜怒无常，或时时欠伸，或手舞足蹈，骂詈喊叫，舌淡，脉弦,甘润缓急，养心安神,甘麦大枣汤,少见,较难
气血津液,郁证,心脾两虚证,脾虚血亏，心失所养,多思善疑，头晕神疲，心悸胆怯，失眠，健忘，纳差，面色不华，舌质淡，苔薄白，脉细,多思善疑，头晕神疲，心悸胆怯，失眠，健忘，纳差，面色不华，舌质淡，苔薄白，脉细,健脾养心，补益气血,归脾汤,少见,较难
气血津液,郁证,心肾阴虚证,阴精亏虚，阴不涵阳,情绪不宁，心悸，健忘，失眠，多梦，五心烦热，舌红，少苔，脉细数,情绪不宁，心悸，健忘，失眠，多梦，五心烦热，盗汗，口咽干燥，腰膝酸软，舌红，少苔，脉细数,滋养心肾,天王补心丹合六味地黄丸,罕见,极难
气血津液,血证,鼻衄?热邪犯肺证,燥热伤肺，血热妄行，上溢清窍,鼻燥衄血，口干咽燥，或兼有身热，恶风，头痛，咳嗽，痰少，舌质红，苔薄，脉数,鼻燥衄血，口干咽燥，或兼有身热，恶风，头痛，咳嗽，痰少，舌质红，苔薄，脉数,清泄肺热，凉血止血,桑菊饮,常见,一般
气血津液,血证,鼻衄?胃热炽盛证,胃火上炎，迫血妄行,鼻衄，或兼齿衄，血色鲜红，口干臭秽，便秘，舌红，苔黄，脉数,鼻衄，或兼齿衄，血色鲜红，口干臭秽，烦躁，便秘，舌红，苔黄，脉数,清胃泻火，凉血止血,玉女煎,常见,一般
气血津液,血证,鼻衄?肝火上炎证,肝火上炎，迫血妄行,鼻衄，头痛，目眩，耳鸣，烦躁易怒，舌红，脉弦数,鼻衄，头痛，目眩，耳鸣，烦躁易怒，两目红赤，口苦，舌红，脉弦数,清肝泻火，凉血止血,龙胆泻肝汤,常见,一般
气血津液,血证,鼻衄?气血亏虚证,气虚不摄，血溢清窍,鼻衄，或兼齿衄、肌衄，神疲乏力，面色?白，头晕，耳鸣，舌淡，脉细无力,鼻衄，或兼齿衄、肌衄，神疲乏力，面色?白，头晕，耳鸣，心悸，夜寐不宁，舌淡，脉细无力,补气摄血,归脾汤,少见,较难
气血津液,血证,齿衄?胃火炽盛证,胃火内炽，循经上炎，灼伤齿龈脉络,齿衄，血色鲜红，齿龈红肿疼痛，头痛，口臭，舌红，苔黄，脉洪数,齿衄，血色鲜红，齿龈红肿疼痛，头痛，口臭，便秘，舌红，苔黄，脉洪数,清胃泻火，凉血止血,加味清胃散合泻心汤,常见,一般
气血津液,血证,齿衄?阴虚火旺证,肾阴不足，虚火上炎，灼伤齿龈脉络,齿衄，血色淡红，起病较缓，遇劳即发，舌红，苔少，脉细数,齿衄，血色淡红，起病较缓，遇劳即发，齿摇不坚，舌质红，苔少，脉细数,滋阴降火，凉血止血,六味地黄丸合茜根散,少见,较难
气血津液,血证,咳血?燥热伤肺证,燥热伤肺，肺失清肃，肺络受损,喉痒咳嗽，痰中带血，口干鼻燥，或有身热，舌质红，少津，苔薄黄，脉数,喉痒咳嗽，痰中带血，口干鼻燥，或有身热，舌质红，少津，苔薄黄，脉数,清热润肺，宁络止血,桑杏汤,常见,一般
气血津液,血证,咳血?肝火犯肺证,肝火犯肺，肺络受损,咳嗽阵作，痰中带血或纯血鲜红，胸胁胀痛，烦躁易怒，舌质红，苔薄黄，脉弦数,咳嗽阵作，痰中带血或纯血鲜红，胸胁胀痛，烦躁易怒，口苦，舌质红，苔薄黄，脉弦数,清肝泻肺，凉血止血,泻白散合黛蛤散,常见,较难
气血津液,血证,咳血?阴虚肺热证,虚火灼肺，肺失清肃，肺络受损,咳嗽痰少，痰中带血，或反复咳血，潮热盗汗，舌质红，脉细数,咳嗽痰少，痰中带血，或反复咳血，口干咽燥，颧红，潮热盗汗，舌质红，脉细数,滋阴润肺，宁络止血,百合固金汤,少见,较难
气血津液,血证,吐血?胃热壅盛证,胃热内郁，热伤胃络,脘腹胀闷，嘈杂不适，甚则作痛，吐血色红或紫黯，常夹有食物残渣，口臭，便秘，舌红，苔黄腻，脉滑数,脘腹胀闷，嘈杂不适，甚则作痛，吐血色红或紫黯，常夹有食物残渣，口臭，便秘，或大便色黑，舌红，苔黄腻，脉滑数,清胃泻火，化瘀止血,泻心汤合十灰散,少见,较难
气血津液,血证,吐血?肝火犯胃证,肝火横逆，胃络受损,吐血色红或紫黯，口苦胁痛，心烦易怒，舌质红，脉弦数,吐血色红或紫黯，口苦胁痛，心烦易怒，寐少梦多，舌质红，脉弦数,泻肝清胃，凉血止血,龙胆泻肝汤,少见,较难
气血津液,血证,吐血?气虚血溢证,脾虚失摄，血溢脉外,吐血缠绵不止，时轻时重，血色暗淡，神疲乏力，心悸气短，面色苍白，舌淡，脉细弱,吐血缠绵不止，时轻时重，血色暗淡，神疲乏力，心悸气短，面色苍白，舌淡，脉细弱,健脾益气摄血,归脾汤,罕见,极难
气血津液,血证,便血?肠道湿热证,湿热蕴结，脉络受损，血溢肠道,便血色红，大便不畅或稀溏，或有腹痛，口苦，舌质红，苔黄腻，脉濡数,便血色红，大便不畅或稀溏，或有腹痛，口苦，舌质红，苔黄腻，脉濡数,清化湿热，凉血止血,地榆散合槐角丸,常见,一般
气血津液,血证,便血?气虚不摄证,中气亏虚，气不摄血，血溢脉外,便血色红或紫黯，食少，体倦，面色萎黄，心悸，少寐，舌淡，脉细,便血色红或紫黯，食少，体倦，面色萎黄，心悸，少寐，神疲乏力，舌淡，脉细,益气摄血,归脾汤,少见,较难
气血津液,血证,便血?脾胃虚寒证,中焦虚寒，统血无力，血溢胃肠,便血紫黯，甚则黑色，腹部隐痛，喜热饮，面色不华，神倦懒言，便溏，舌淡，脉细,便血紫黯，甚则黑色，腹部隐痛，喜热饮，面色不华，神倦懒言，便溏，舌淡，脉细,健脾温中，养血止血,黄土汤,少见,较难
气血津液,血证,尿血?下焦湿热证,热伤阴络，血渗膀胱,小便黄赤灼热，尿血鲜红，心烦口渴，面赤口疮，夜寐不安，舌质红，脉数,小便黄赤灼热，尿血鲜红，心烦口渴，面赤口疮，夜寐不安，舌质红，脉数,清热利湿，凉血止血,小蓟饮子,常见,一般
气血津液,血证,尿血?肾虚火旺证,虚火内炽，灼伤脉络,小便短赤带血，头晕耳鸣，神疲，颧红，潮热盗汗，舌红，脉细数,小便短赤带血，头晕耳鸣，神疲，颧红，潮热盗汗，腰膝酸软，舌红，脉细数,滋阴降火，凉血止血,知柏地黄丸,少见,较难
气血津液,血证,尿血?脾不统血证,中气亏虚，统血无力，血溢脉外,久病尿血，甚或兼见齿衄、肌衄，食少，体倦乏力，气短声低，面色不华，舌淡，脉细弱,久病尿血，甚或兼见齿衄、肌衄，食少，体倦乏力，气短声低，面色不华，舌淡，脉细弱,补中健脾，益气摄血,归脾汤,罕见,极难
气血津液,血证,尿血?肾气不固证,肾虚不固，血失统摄,久病尿血，血色淡红，头晕耳鸣，精神困惫，腰脊酸痛，舌质淡，脉沉弱,久病尿血，血色淡红，头晕耳鸣，精神困惫，腰脊酸痛，舌质淡，脉沉弱,补益肾气，固摄止血,无比山药丸,罕见,极难
气血津液,血证,紫斑?血热妄行证,热壅经络，迫血妄行，血溢肌腠,皮肤出现青紫斑点或斑块，或伴有鼻衄、齿衄、便血、尿血，或有发热，舌红，苔黄，脉弦数,皮肤出现青紫斑点或斑块，或伴有鼻衄、齿衄、便血、尿血，或有发热，口渴，便秘，舌红，苔黄，脉弦数,清热解毒，凉血止血,十灰散,少见,较难
气血津液,血证,紫斑?阴虚火旺证,虚火内炽，灼伤脉络，血溢肌腠,皮肤出现青紫斑点或斑块，时发时止，伴鼻衄、齿衄，或月经过多，颧红，心烦，舌红少苔，脉细数,皮肤出现青紫斑点或斑块，时发时止，伴鼻衄、齿衄，或月经过多，颧红，心烦，口渴，手足心热，或有潮热，盗汗，舌红少苔，脉细数,滋阴降火，宁络止血,茜根散,罕见,极难
气血津液,血证,紫斑?气不摄血证,中气亏虚，统摄无力，血溢肌腠,反复发生肌衄，久病不愈，神疲乏力，头晕目眩，面色苍白，舌淡，脉细弱,反复发生肌衄，久病不愈，神疲乏力，头晕目眩，面色苍白，食欲不振，舌淡，脉细弱,补气摄血,归脾汤,罕见,极难
气血津液,消渴,肺热津伤证,肺脏燥热，津液失布,口渴多饮，口舌干燥，尿频量多，烦热多汗，舌边尖红，苔薄黄，脉洪数,口渴多饮，口舌干燥，尿频量多，烦热多汗，舌边尖红，苔薄黄，脉洪数,清热润肺，生津止渴,消渴方,常见,一般
气血津液,消渴,胃热炽盛证,胃火内炽，胃热消谷，耗伤津液,多食易饥，口渴，尿多，形体消瘦，大便干燥，苔黄，脉滑实有力,多食易饥，口渴，尿多，形体消瘦，大便干燥，苔黄，脉滑实有力,清胃泻火，养阴增液,玉女煎,常见,一般
气血津液,消渴,气阴亏虚证,气阴不足，脾失健运,口渴引饮，能食与便溏并见，或饮食减少，精神不振，四肢乏力，舌质淡，苔白而干，脉弱,口渴引饮，能食与便溏并见，或饮食减少，精神不振，四肢乏力，舌质淡，苔白而干，脉弱,益气健脾，生津止渴,七味白术散,常见,较难
气血津液,消渴,肾阴亏虚证,肾阴亏虚，肾失固摄,尿频量多，混浊如脂膏，或尿甜，腰膝酸软，乏力，舌红少苔，脉细数,尿频量多，混浊如脂膏，或尿甜，腰膝酸软，乏力，头晕耳鸣，口干唇燥，皮肤干燥，瘙痒，舌红少苔，脉细数,滋阴固肾,六味地黄丸,少见,较难
气血津液,消渴,阴阳两虚证,阴损及阳，肾阳衰微，肾失固摄,小便频数，混浊如膏，甚至饮一溲一，面容憔悴，耳轮干枯，腰膝酸软，四肢欠温，舌淡苔白，脉沉细无力,小便频数，混浊如膏，甚至饮一溲一，面容憔悴，耳轮干枯，腰膝酸软，四肢欠温，畏寒肢冷，阳痿或月经不调，舌苔淡白，脉沉细无力,滋阴温阳，补肾固涩,金匮肾气丸,罕见,极难
肢体经络,痹证,风寒湿痹?行痹,风邪兼夹寒湿，留滞经脉，闭阻气血,肢体关节、肌肉疼痛酸楚，屈伸不利，疼痛呈游走性，初起可见有恶风、发热等表证，舌苔薄白，脉浮或浮缓,肢体关节、肌肉疼痛酸楚，屈伸不利，疼痛呈游走性，初起可见有恶风、发热等表证，舌苔薄白，脉浮或浮缓,祛风通络，散寒除湿,防风汤,常见,一般
肢体经络,痹证,风寒湿痹?痛痹,寒邪兼夹风湿，留滞经脉，闭阻气血,肢体关节疼痛，痛势较剧，痛有定处，遇寒则痛甚，得温则痛减，局部皮肤或有寒冷感，舌苔薄白，脉弦紧,肢体关节疼痛，痛势较剧，痛有定处，遇寒则痛甚，得温则痛减，关节屈伸不利，局部皮肤或有寒冷感，舌苔薄白，脉弦紧,散寒通络，祛风除湿,乌头汤,常见,一般
肢体经络,痹证,风寒湿痹?着痹,湿邪兼夹风寒，留滞经脉，闭阻气血,肢体关节、肌肉酸楚、重着、疼痛，肿胀散漫，关节活动不利，肌肤麻木不仁，舌苔白腻，脉濡缓,肢体关节、肌肉酸楚、重着、疼痛，肿胀散漫，关节活动不利，肌肤麻木不仁，舌苔白腻，脉濡缓,除湿通络，祛风散寒,薏苡仁汤,常见,一般
肢体经络,痹证,风湿热痹,风湿热邪壅滞经脉，气血闭阻不通,游走性关节疼痛，可涉及一个或多个关节，活动不便，局部灼热红肿，痛不可触，得冷则舒，舌质红，苔黄或黄腻，脉滑数或浮数,游走性关节疼痛，可涉及一个或多个关节，活动不便，局部灼热红肿，痛不可触，得冷则舒，可有皮下结节或红斑，常伴有发热、恶风、汗出、口渴、烦躁不安等全身症状，舌质红，苔黄或黄腻，脉滑数或浮数,清热通络，祛风除湿,白虎加桂枝汤合宣痹汤,常见,较难
肢体经络,痹证,痰瘀痹阻证,痰瘀互结，留滞肌肤，闭阻经脉,痹证日久，肌肉关节刺痛，固定不移，或关节肌肤紫暗、肿胀，按之较硬，舌质紫暗，苔白腻，脉弦涩,痹证日久，肌肉关节刺痛，固定不移，或关节肌肤紫暗、肿胀，按之较硬，肢体顽麻，或关节僵硬变形，屈伸不利，有硬结、瘀斑，面色黯黧，眼睑浮肿，舌质紫暗，苔白腻，脉弦涩,化痰行瘀，蠲痹通络,双合汤,少见,极难
肢体经络,痹证,肝肾亏虚证,肝肾不足，筋脉失养,痹证日久，关节屈伸不利，腰膝酸软，舌质淡红，苔薄白或少苔，脉细弱,痹证日久，关节屈伸不利，腰膝酸软，或畏寒肢冷，阳痿，遗精，或骨蒸劳热，心烦口干，舌质淡红，苔薄白或少苔，脉细弱,培补肝肾，舒筋止痛,独活寄生汤,少见,极难
肢体经络,痿证,肺热津伤证,肺燥伤津，五脏失润，筋脉失养,发病急，病起发热，或热后突然出现肢体软弱无力，可较快发生肌肉瘦削，皮肤干燥，心烦口渴，舌红，苔黄，脉细数,发病急，病起发热，或热后突然出现肢体软弱无力，可较快发生肌肉瘦削，皮肤干燥，心烦口渴，咳呛少痰，咽干不利，小便黄赤，大便干燥，舌红，苔黄，脉细数,清热润燥，养阴生津,清燥救肺汤,少见,较难
肢体经络,痿证,湿热浸淫证,湿热浸淫，壅遏经脉，营卫受阻,起病较缓，逐渐出现肢体困重，痿软无力，尤以下肢或两足痿弱为甚，舌质红，苔黄腻，脉濡数或滑数,起病较缓，逐渐出现肢体困重，痿软无力，尤以下肢或两足痿弱为甚，兼见微肿，手足麻木，扪及微热，喜凉恶热，或有发热，胸脘痞闷，小便赤涩热痛，舌质红，苔黄腻，脉濡数或滑数,清热利湿，通利经脉,加味二妙散,少见,较难
肢体经络,痿证,脾胃虚弱证,脾虚不健，生化乏源，气血亏虚，筋脉失养,起病缓慢，肢体软弱无力，逐渐加重，神疲肢倦，肌肉萎缩，少气懒言，纳呆便溏，面色?白，舌淡苔薄白，脉细弱,起病缓慢，肢体软弱无力，逐渐加重，神疲肢倦，肌肉萎缩，少气懒言，纳呆便溏，面色?白，舌淡苔薄白，脉细弱,补中益气，健脾升清,参苓白术散合补中益气汤,少见,极难
肢体经络,痿证,肝肾亏损证,肝肾亏虚，精血耗伤，筋脉失养,起病缓慢，渐见肢体痿软无力，尤以下肢明显，腰膝酸软，不能久立，舌红少苔，脉细数,起病缓慢，渐见肢体痿软无力，尤以下肢明显，腰膝酸软，不能久立，甚至步履全废，腿胫大肉渐脱，或伴有眩晕耳鸣，舌咽干燥，遗精或遗尿，或妇女月经不调，舌红少苔，脉细数,补益肝肾，滋阴清热,虎潜丸,罕见,极难
肢体经络,痿证,脉络瘀阻证,气虚血瘀，阻滞经络，筋脉失养,久病体虚，四肢痿弱，肌肉瘦削，手足麻木不仁，四肢青筋显露，舌痿不能伸缩，舌质暗淡或有瘀点瘀斑，脉细涩,久病体虚，四肢痿弱，肌肉瘦削，手足麻木不仁，四肢青筋显露，可伴有肌肉活动时隐痛不适，舌痿不能伸缩，舌质暗淡或有瘀点瘀斑，脉细涩,益气养营，活血行瘀,圣愈汤合补阳还五汤,罕见,绝症
肢体经络,腰痛,寒湿腰痛,寒湿痹阻，滞碍气血，经脉不利,腰部冷痛重着，转侧不利，静卧病痛不减，寒冷和阴雨天则加重，舌质淡，苔白腻，脉沉而迟缓,腰部冷痛重着，转侧不利，静卧病痛不减，寒冷和阴雨天则加重，舌质淡，苔白腻，脉沉而迟缓,散寒行湿，温经通络,甘姜苓术汤,常见,一般
肢体经络,腰痛,湿热腰痛,湿热壅遏，经气不畅，筋脉失舒,腰部疼痛，重着而热，暑湿阴雨天气症状加重，活动后或可减轻，身体困重，小便短赤，苔黄腻，脉濡数或弦数,腰部疼痛，重着而热，暑湿阴雨天气症状加重，活动后或可减轻，身体困重，小便短赤，苔黄腻，脉濡数 or 弦数,清热利湿，舒筋止痛,四妙丸,常见,一般
肢体经络,腰痛,瘀血腰痛,瘀血阻滞，经脉痹阻，不通则痛,腰痛如刺，痛有定处，痛处拒按，日轻夜重，轻者俯仰不便，重则不能转侧，舌质暗紫，或有瘀斑，脉涩,腰痛如刺，痛有定处，痛处拒按，日轻夜重，轻者俯仰不便，重则不能转侧，舌质暗紫，或有瘀斑，脉涩,活血化瘀，通络止痛,身痛逐瘀汤,常见,较难
肢体经络,腰痛,肾虚腰痛?肾阴虚,肾阴不足，不能濡养腰府,腰部隐隐作痛，酸软无力，缠绵不愈，心烦少寐，口燥咽干，面色潮红，手足心热，舌红少苔，脉弦细数,腰部隐隐作痛，酸软无力，缠绵不愈，心烦少寐，口燥咽干，面色潮红，手足心热，舌红少苔，脉弦细数,滋补肾阴，濡养筋脉,左归丸,常见,较难
肢体经络,腰痛,肾虚腰痛?肾阳虚,肾阳不足，不能温煦筋脉,腰部隐隐作痛，酸软无力，缠绵不愈，局部发凉，喜温喜按，遇劳更甚，卧则减轻，常反复发作，舌淡胖，脉沉细,腰部隐隐作痛，酸软无力，缠绵不愈，局部发凉，喜温喜按，遇劳更甚，卧则减轻，常反复发作，少腹拘急，面色?白，肢冷畏寒，舌淡胖，脉沉细,补肾壮阳，温煦筋脉,右归丸,常见,较难
妇科,月经先期,脾气虚证,脾气虚弱，统摄无权，冲任不固,月经周期提前，或经量多，色淡红，质清稀，神疲肢倦，气短懒言，舌淡红，苔薄白，脉缓弱,月经周期提前，或经量多，色淡红，质清稀，神疲肢倦，气短懒言，小腹空坠，纳少便溏，舌淡红，苔薄白，脉缓弱,补脾益气，摄血调经,补中益气汤,常见,一般
妇科,月经先期,肾气虚证,肾气不足，封藏失司，冲任不固,月经周期提前，经量少，色淡黯，质清稀，腰膝酸软，头晕耳鸣，舌淡黯，苔薄白，脉沉细,月经周期提前，经量少，色淡黯，质清稀，腰膝酸软，头晕耳鸣，面色晦黯，舌淡黯，苔薄白，脉沉细,补益肾气，固冲调经,固阴煎,常见,较难
妇科,月经先期,阳盛血热证,阳盛血热，热扰冲任，破血妄行,月经周期提前，经量多，色深红或紫红，质稠，心烦，面红口干，舌红，苔黄，脉数,月经周期提前，经量多，色深红或紫红，质稠，心烦，面红口干，小便短黄，大便燥结，舌红，苔黄，脉数,清热凉血调经,清经散,少见,一般
妇科,月经先期,阴虚血热证,阴虚内热，热扰冲任，冲任不固,月经周期提前，经量少，色红，质稠，两颧潮红，手足心热，舌红少苔，脉细数,月经周期提前，经量少，色红，质稠，咽干口燥，潮热盗汗，舌红少苔，脉细数,养阴清热调经,两地汤,少见,较难
妇科,月经先期,肝郁血热证,肝郁化热，热扰冲任，破血妄行,月经周期提前，经量或多或少，色深红或紫红，质稠，经行不畅，乳房胀痛，舌红，苔薄黄，脉弦数,月经周期提前，经量或多或少，色深红或紫红，质稠，经行不畅，或有块，或少腹胀痛，胸闷胁胀，乳房胀痛，心烦易怒，口苦咽干，舌红，苔薄黄，脉弦数,疏肝清热，凉血调经,丹栀逍遥散,常见,一般
妇科,月经后期,肾虚证,肾虚精血不足，冲任亏虚，血海不能按时满溢,月经周期延后，量少，色淡黯，质清稀，腰膝酸软，头晕耳鸣，舌淡，苔薄白，脉沉细,月经周期延后，量少，色淡黯，质清稀，或带下清稀，腰膝酸软，头晕耳鸣，面色晦黯，舌淡，苔薄白，脉沉细,补肾养血调经,当归地黄饮,常见,较难
妇科,月经后期,血虚证,营血亏虚，冲任不足，血海不能按时满溢,月经周期延后，量少，色淡红，质清稀，小腹空坠，头晕眼花，舌淡，苔薄，脉细弱,月经周期延后，量少，色淡红，质清稀，或小腹空坠，头晕眼花，心悸少寐，面色苍白，舌淡，苔薄，脉细弱,补血益气调经,大补元煎,常见,一般
妇科,月经后期,血寒证,寒邪客于冲任，血为寒凝，运行不畅，血海不能按时满溢,月经周期延后，量少，色黯有块，小腹冷痛拒按，得热痛减，畏寒肢冷，舌黯，苔白，脉沉紧,月经周期延后，量少，色黯有块，小腹冷痛拒按，得热痛减，畏寒肢冷，面色青白，舌黯，苔白，脉沉紧,温经散寒调经,温经汤（《金匮要略》）,少见,较难
妇科,月经后期,气滞证,气滞血瘀，血行不畅，血海不能按时满溢,月经周期延后，量少，色黯红，或有块，小腹胀痛，胸胁乳房胀痛，舌正常，苔薄白，脉弦,月经周期延后，量少，色黯红，或有块，小腹胀痛，胸胁乳房胀痛，脘闷不舒，时叹息，舌正常，苔薄白，脉弦,理气行滞调经,乌药汤,常见,一般
妇科,月经过多,气虚证,气虚冲任不固，经血失于制约,经行量多，色淡红，质清稀，神疲体倦，气短懒言，舌淡，苔薄，脉细弱,经行量多，色淡红，质清稀，神疲体倦，气短懒言，小腹空坠，面色?白，舌淡，苔薄，脉细弱,补气摄血固冲,举元煎,常见,一般
妇科,月经过多,血热证,热扰冲任，迫血妄行,经行量多，色鲜红或深红，质黏稠，口渴，心烦，舌红，苔黄，脉滑数,经行量多，色鲜红或深红，质黏稠，或有小血块，伴口渴心烦，尿黄便结，舌红，苔黄，脉滑数,清热凉血，固冲止血,保阴煎,少见,一般
妇科,月经过多,血瘀证,瘀阻冲任，血不归经,经行量多，色紫黯，有血块，经行腹痛，舌紫黯，或有瘀点，脉涩,经行量多，色紫黯，有血块，经行腹痛，块下痛减，舌紫黯，或有瘀点，脉涩,活血化瘀止血,失笑散,少见,较难
妇科,月经过少,肾虚证,肾虚精血不足，冲任亏虚，血海满溢不多,经行量少，色淡黯，质稀，腰膝酸软，头晕耳鸣，舌淡，苔薄，脉沉细,经行量少，色淡黯，质稀，腰膝酸软，头晕耳鸣，足跟痛，夜尿多，舌淡，苔薄，脉沉细,补肾益精，养血调经,归肾丸,常见,较难
妇科,月经过少,血虚证,营血亏虚，冲任不足，血海满溢不多,经行量少，色淡红，质稀，头晕眼花，心悸怔忡，舌淡，苔薄，脉细,经行量少，色淡红，质稀，头晕眼花，心悸怔忡，面色萎黄，舌淡，苔薄，脉细,养血益气调经,滋血汤,常见,一般
妇科,月经过少,血瘀证,瘀阻冲任，血行不畅，经行涩少,经行量少，色紫黯，有血块，小腹胀痛，舌紫黯，有瘀点，脉涩,经行量少，色紫黯，有血块，小腹胀痛，块下痛减，舌紫黯，有瘀点，脉涩,活血化瘀调经,桃红四物汤,少见,较难
妇科,月经过少,痰湿证,痰湿内盛，阻滞冲任，经血不畅,经行量少，色淡红，质黏腻，形体肥胖，胸闷呕恶，舌淡，苔白腻，脉滑,经行量少，色淡红，质黏腻，形体肥胖，胸闷呕恶，带下量多，舌淡，苔白腻，脉滑,化痰燥湿调经,苍附导痰丸,罕见,较难
妇科,崩漏,脾虚证,脾虚气陷，统摄无权，冲任不固，不能制约经血,经血非时暴下不止，或淋沥日久不尽，血色淡，质清稀，神疲气短，面浮肢肿，舌淡胖，边有齿痕，苔薄白，脉沉弱,经血非时暴下不止，或淋沥日久不尽，血色淡，质清稀，神疲气短，面浮肢肿，纳呆便溏，舌淡胖，边有齿痕，苔薄白，脉沉弱,补气摄血，固冲止崩,固本止崩汤,常见,较难
妇科,崩漏,肾虚证,肾气虚衰，封藏失司，冲任不固，不能制约经血,经乱无期，出血量多或淋沥不尽，或停经数月后又暴下不止，血色淡黯，质清稀，腰膝酸软，舌淡黯，苔薄白，脉沉细,经乱无期，出血量多或淋沥不尽，或停经数月后又暴下不止，血色淡黯，质清稀，腰膝酸软，头晕耳鸣，面色晦黯，舌淡黯，苔薄白，脉沉细,补肾益气，固冲止血,苁蓉菟丝子丸,常见,极难
妇科,崩漏,血热证,实热内蕴，损伤冲任，迫血妄行,经来无期，经血突然暴崩如注，或淋沥日久难止，血色深红，质稠，口渴烦热，舌红，苔黄，脉滑数,经来无期，经血突然暴崩如注，或淋沥日久难止，血色深红，质稠，口渴烦热，便秘溺黄，舌红，苔黄，脉滑数,清热凉血，固冲止血,清热固经汤,少见,较难
